gene_id	cell_cluster_0	cell_cluster_1	cell_cluster_2	cell_cluster_3	cell_cluster_4	cell_cluster_5	cell_cluster_6	cell_cluster_7	cell_cluster_8	cell_cluster_9	cell_cluster_10	cell_cluster_11	cell_cluster_12
80	orphan-peak-10893	0.014861463962608	0.0111574985178927	0.157200758911629	0.00723827504511729	-0.188937106395987	-0.114220258695138	-0.172747609728738	-0.0280232000318129	-0.162470351863678	0.00137626934929758	-0.043125917587671	-0.0336673587004149	-0.174361893610668
81	orphan-peak-1091	0.151587783510895	-0.295952113322106	-0.529122811540815	1.09054631396079	-0.470491964097824	-0.445320889473313	-0.404108454661622	-0.381731915456112	-0.399040936096446	-0.479279870163938	-0.506305040754745	-0.379467926261774	-0.305655840861668
82	orphan-peak-1092	-0.0123597256184265	-0.0764450724785277	-0.109331094115301	0.35326695771004	-0.096401477987297	-0.0924886139819812	-0.0485063249258667	-0.10616066098963	-0.0757570875428956	-0.121327389326781	-0.0985439531932128	0.00607505854070488	-0.0851751153370673
83	orphan-peak-10929	0.0522540909617518	-0.014214928969782	-0.0817752125255715	0.131037203130792	0.017829205006188	-0.118616417442688	-0.047935350115361	0.0390105219616105	-0.0504049206983955	-0.114509170876851	-0.108682472502189	-0.0648573494361286	-0.12741685243538
84	orphan-peak-10937	-0.0377061997799054	0.0895845645818661	-0.100401725599177	0.193362652701549	-0.0785698373461788	-0.0788389937060699	-0.0815756122951983	-0.0871691764088827	-0.0676856457047883	-0.0474366569465224	-0.0929442642885582	-0.0402232241558617	-0.0912203076767589
85	orphan-peak-10953	-0.00359458413737902	0.201082417985464	-0.080572739383904	0.00372983185746915	-0.0820252705995383	-0.0205575186126248	-0.0767950710708442	-0.108637477198424	-0.0943030972956106	-0.08550367971149	-0.107868159444277	-0.069754818284832	-0.0537379190489895
86	orphan-peak-10960	-0.00921043336048033	0.340681622244033	-0.732245296158391	1.00502134865565	-0.550378819152604	-0.571086296762074	-0.628893650487364	-0.498701971706294	-0.512831427102009	-0.766090831916006	-0.630431725786103	-0.542998697686455	-0.621808088522065
87	orphan-peak-1097	-0.324619679339794	-0.23987387746049	-0.261502151067086	-0.232433942089576	0.119353750097054	-0.18802449435316	0.690896610558836	2.10543969227526	-0.185434332852347	-0.3053655021445	-0.217883726592289	-0.211919499404727	-0.0162705336055636
88	orphan-peak-10978	-0.0936231180936516	-0.06373073307141	0.240457606674444	-0.0479936113056567	-0.0789727538405767	-0.127258786129757	-0.133842182038804	-0.0994170732591142	-0.141205427204689	-0.135546049850733	0.168830161746077	0.558563961556613	-0.144557014967447
89	orphan-peak-10992	-0.0722825180542955	0.178780491904382	-0.179131897990943	0.337736105585335	-0.128689066054195	-0.145463401694576	-0.145000702885628	-0.161100025183911	-0.153232997711536	-0.160088102852854	-0.159979294684557	-0.15445547113748	-0.157077930179803
90	orphan-peak-11000	-0.0763115536921682	0.240600271468504	-0.107587500741404	0.0886465869931926	-0.0725121353779884	-0.0813059469706021	-0.106341515047605	-0.106142291218938	-0.0871779624386802	-0.0562929154553579	-0.0353451392614364	-0.101076517095609	-0.109724493954644
91	orphan-peak-11015	0.0191441547835854	-0.076471761499754	-0.0121499129261723	-0.0588748847652515	0.202764355699283	0.0132968351294765	-0.0159641728159826	0.198962095225047	0.0550650662839601	-0.188291987142945	-0.0412160437881824	0.114178395441355	0.0942386509926932
92	orphan-peak-11018	-0.110502825104491	0.190621990386041	-0.109210908406876	0.186135921173253	-0.0731184982208806	-0.0966690146711796	-0.0728411564758158	-0.0959845303206804	-0.050943844332223	-0.0807851214738011	-0.0953018832454637	-0.0534363604870748	-0.0935355990171928
93	orphan-peak-11045	-0.896519703730064	-0.241130389009004	-0.764935878361559	-0.863300543279905	-0.506719296739619	-0.779696214827501	-0.663269985725823	-0.820692384350294	-0.543473589807821	-0.527774951467827	-0.487555454633026	-0.759317517609236	6.0179344586111
94	orphan-peak-11047	-0.469891481412518	-0.173034715836738	-0.396148036733622	-0.619439760293352	0.582364641672363	-0.549923021620409	-0.411995380136905	-0.374288865170103	-0.34395423905225	-0.329641088196934	-0.393513295774219	-0.532829888567639	4.89469583787561
95	orphan-peak-11050	1.35464547158376	-0.658161640916547	-0.544516374798297	-0.344961283027996	-0.548276574510723	-0.585153387852294	-0.499414310062302	-0.589593922642787	-0.165226142966809	-0.264261231056397	-0.517386174287202	-0.543890390680066	0.184758054931038
96	orphan-peak-11054	0.225627197013462	-0.530576242107589	-0.532988198335879	1.15865229738138	-0.48406074715579	-0.508472814684768	-0.377561283089096	-0.342562015484697	-0.349426358675035	-0.42508585747629	-0.495719060021707	-0.417612391262246	-0.255772237252246
97	orphan-peak-11055	0.790964371461367	-0.395111031060347	-0.331562194148917	0.0600727890101041	-0.342179740597124	-0.365625055938575	-0.265482269829532	-0.363259334277032	-0.295483803120617	-0.208563143711332	-0.274703132709198	-0.196684158993908	-0.354772650500822
98	orphan-peak-11058	1.61651267394019	-2.57493342692544	-2.14708990765876	1.67961779184564	-2.29084536597038	-2.38558886690988	-1.37008720262565	-1.57448728062879	-1.67649592529181	-1.53304191725096	-1.89466668422243	-1.30916232194771	-2.04397588880183
99	orphan-peak-11060	-0.0743006728147636	-0.0219196339515252	0.0444728318268438	0.119200050986109	-0.00971194822182841	0.022780112219246	-0.0697512673803966	-0.0815766201421763	-0.063413832051931	-0.0810501837337726	0.121886141359412	-0.00161866434416262	-0.0216181299540032
